# curie_map:
#   ICD10CM: http://apps.who.int/classifications/icd10/browse/2010/en#/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_exactmatch_icd10cm.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2022-03-16/mappings/mondo_exactmatch_icd10cm.sssom.tsv
# object_source: https://www.icd10data.com/
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	predicate_id	object_id	match_type	subject_label	confidence
MONDO:0002492	skos:exactMatch	ICD10CM:N17	HumanCurated	acute kidney failure	0.8
MONDO:0002473	skos:exactMatch	ICD10CM:Q61	HumanCurated	cystic kidney disease	0.8
MONDO:0004913	skos:exactMatch	ICD10CM:H50.05	HumanCurated	alternating esotropia	0.8
MONDO:0004919	skos:exactMatch	ICD10CM:N43.1	HumanCurated	infected hydrocele	0.8
MONDO:0004955	skos:exactMatch	ICD10CM:E88.81	HumanCurated	metabolic syndrome	0.8
MONDO:0004960	skos:exactMatch	ICD10CM:D47.2	HumanCurated	monoclonal gammopathy	0.8
MONDO:0004933	skos:exactMatch	ICD10CM:Q23.4	HumanCurated	hypoplastic left heart syndrome	0.8
MONDO:0004944	skos:exactMatch	ICD10CM:A52.3	HumanCurated	neurosyphilis	0.8
MONDO:0004940	skos:exactMatch	ICD10CM:N73.3	HumanCurated	acute female pelvic peritonitis	0.8
MONDO:0004937	skos:exactMatch	ICD10CM:E67.3	HumanCurated	hypervitaminosis D	0.8
MONDO:0002337	skos:exactMatch	ICD10CM:D18.03	HumanCurated	intra-abdominal hemangioma	0.8
MONDO:0004995	skos:exactMatch	ICD10CM:I00-I99	HumanCurated	cardiovascular disorder	0.8
MONDO:0002332	skos:exactMatch	ICD10CM:D73	HumanCurated	splenic disorder	0.8
MONDO:0004994	skos:exactMatch	ICD10CM:I42	HumanCurated	cardiomyopathy	0.8
MONDO:0002333	skos:exactMatch	ICD10CM:D73.3	HumanCurated	splenic abscess	0.8
MONDO:0002335	skos:exactMatch	ICD10CM:G61.81	HumanCurated	chronic inflammatory demyelinating polyneuritis	0.8
MONDO:0002342	skos:exactMatch	ICD10CM:M94.2	HumanCurated	chondromalacia	0.8
MONDO:0004977	skos:exactMatch	ICD10CM:C86.5	HumanCurated	angioimmunoblastic T-cell lymphoma	0.8
MONDO:0002314	skos:exactMatch	ICD10CM:H10.4	HumanCurated	chronic conjunctivitis	0.8
MONDO:0004976	skos:exactMatch	ICD10CM:G12.21	HumanCurated	amyotrophic lateral sclerosis	0.8
MONDO:0004979	skos:exactMatch	ICD10CM:J45	HumanCurated	asthma	0.8
MONDO:0004975	skos:exactMatch	ICD10CM:G30	HumanCurated	Alzheimer disease	0.8
MONDO:0002313	skos:exactMatch	ICD10CM:H10.44	HumanCurated	vernal conjunctivitis	0.8
MONDO:0002307	skos:exactMatch	ICD10CM:H10.5	HumanCurated	blepharoconjunctivitis	0.8
MONDO:0002328	skos:exactMatch	ICD10CM:D18.02	HumanCurated	intracranial hemangioma	0.8
MONDO:0004985	skos:exactMatch	ICD10CM:F31	HumanCurated	bipolar disorder	0.8
MONDO:0002319	skos:exactMatch	ICD10CM:E83.3	HumanCurated	phosphorus metabolism disease	0.8
MONDO:0002387	skos:exactMatch	ICD10CM:C22.3	HumanCurated	liver angiosarcoma	0.8
MONDO:0004835	skos:exactMatch	ICD10CM:M72.6	HumanCurated	necrotizing fasciitis	0.8
MONDO:0016823	skos:exactMatch	ICD10CM:B47	HumanCurated	mycetoma	0.8
MONDO:0004828	skos:exactMatch	ICD10CM:N21.9	HumanCurated	lower urinary tract calculus	0.8
MONDO:0004841	skos:exactMatch	ICD10CM:N28.81	HumanCurated	kidney hypertrophy	0.8
MONDO:0004822	skos:exactMatch	ICD10CM:J47	HumanCurated	bronchiectasis	0.8
MONDO:0004824	skos:exactMatch	ICD10CM:P37.5	HumanCurated	neonatal candidiasis	0.8
MONDO:0002279	skos:exactMatch	ICD10CM:E83.1	HumanCurated	iron metabolism disease	0.8
MONDO:0002275	skos:exactMatch	ICD10CM:I70.91	HumanCurated	generalized atherosclerosis	0.8
MONDO:0002272	skos:exactMatch	ICD10CM:D89.0	HumanCurated	polyclonal hypergammaglobulinemia	0.8
MONDO:0004877	skos:exactMatch	ICD10CM:P61.0	HumanCurated	transient neonatal thrombocytopenia	0.8
MONDO:0002218	skos:exactMatch	ICD10CM:C71.2	HumanCurated	temporal lobe cancer	0.8
MONDO:0002209	skos:exactMatch	ICD10CM:M77.3	HumanCurated	heel spur	0.8
MONDO:0004884	skos:exactMatch	ICD10CM:H44.5	HumanCurated	eye degenerative disorder	0.8
MONDO:0004881	skos:exactMatch	ICD10CM:M60.1	HumanCurated	myositis fibrosa	0.8
MONDO:0002220	skos:exactMatch	ICD10CM:K03	HumanCurated	tooth hard tissue disease	0.8
MONDO:0004858	skos:exactMatch	ICD10CM:K82.0	HumanCurated	occlusion of gallbladder	0.8
MONDO:0004852	skos:exactMatch	ICD10CM:A54.33	HumanCurated	gonococcal keratitis	0.8
MONDO:0004849	skos:exactMatch	ICD10CM:J43	HumanCurated	pulmonary emphysema	0.8
MONDO:0004866	skos:exactMatch	ICD10CM:H68	HumanCurated	eustachian tube disorder	0.8
MONDO:0004869	skos:exactMatch	ICD10CM:I86.2	HumanCurated	pelvic varices	0.8
MONDO:0004863	skos:exactMatch	ICD10CM:H44.0	HumanCurated	purulent endophthalmitis	0.8
MONDO:0002202	skos:exactMatch	ICD10CM:K59.02	HumanCurated	outlet dysfunction constipation	0.8
MONDO:0002203	skos:exactMatch	ICD10CM:K59.0	HumanCurated	constipation disorder	0.8
MONDO:0004859	skos:exactMatch	ICD10CM:K82.1	HumanCurated	hydrops of gallbladder	0.8
MONDO:0002253	skos:exactMatch	ICD10CM:M47	HumanCurated	spondylosis	0.8
MONDO:0002264	skos:exactMatch	ICD10CM:N42.2	HumanCurated	obsolete atrophy of prostate	0.8
MONDO:0004899	skos:exactMatch	ICD10CM:H50.42	HumanCurated	monofixation syndrome	0.8
MONDO:0004891	skos:exactMatch	ICD10CM:H52.0	HumanCurated	hyperopia	0.8
MONDO:0010518	skos:exactMatch	ICD10CM:D82.0	HumanCurated	Wiskott-Aldrich syndrome	0.8
MONDO:0009537	skos:exactMatch	ICD10CM:J84.2	HumanCurated	lymphoid interstitial pneumonia	0.8
MONDO:0010557	skos:exactMatch	ICD10CM:H31.21	HumanCurated	choroideremia	0.8
MONDO:0009563	skos:exactMatch	ICD10CM:E71.0	HumanCurated	maple syrup urine disease	0.8
MONDO:0010565	skos:exactMatch	ICD10CM:H53.54	HumanCurated	red color blindness	0.8
MONDO:0010564	skos:exactMatch	ICD10CM:H53.53	HumanCurated	red-green color blindness	0.8
MONDO:0010543	skos:exactMatch	ICD10CM:E78.71	HumanCurated	Barth syndrome	0.8
MONDO:0022513	skos:exactMatch	ICD10CM:L90.3	HumanCurated	atrophoderma of Pierini and Pasini	0.8
MONDO:0009499	skos:exactMatch	ICD10CM:E75.23	HumanCurated	Krabbe disease	0.8
MONDO:0009475	skos:exactMatch	ICD10CM:E71.110	HumanCurated	isovaleric acidemia	0.8
MONDO:0009375	skos:exactMatch	ICD10CM:Q52.3	HumanCurated	hymen, imperforate	0.8
MONDO:0009345	skos:exactMatch	ICD10CM:E70.41	HumanCurated	histidinemia	0.8
MONDO:8000010	skos:exactMatch	ICD10CM:D68.61	HumanCurated	antiphospholipid syndrome	0.8
MONDO:0000953	skos:exactMatch	ICD10CM:C40.3	HumanCurated	cancer of short bone of lower limb	0.8
MONDO:0000952	skos:exactMatch	ICD10CM:C40.2	HumanCurated	cancer of long bone of lower limb	0.8
MONDO:0000924	skos:exactMatch	ICD10CM:J98.3	HumanCurated	compensatory emphysema	0.8
MONDO:0000923	skos:exactMatch	ICD10CM:J98.2	HumanCurated	interstitial emphysema	0.8
MONDO:0000927	skos:exactMatch	ICD10CM:A52.2	HumanCurated	asymptomatic neurosyphilis	0.8
MONDO:0000940	skos:exactMatch	ICD10CM:B56	HumanCurated	trypanosomiasis	0.8
MONDO:0009326	skos:exactMatch	ICD10CM:Q24.6	HumanCurated	congenital heart block	0.8
MONDO:0000989	skos:exactMatch	ICD10CM:B26	HumanCurated	mumps infectious disease	0.8
MONDO:0000987	skos:exactMatch	ICD10CM:K82.4	HumanCurated	cholesterolosis of gallbladder	0.8
MONDO:0000986	skos:exactMatch	ICD10CM:R09.1	HumanCurated	pleurisy	0.8
MONDO:0000984	skos:exactMatch	ICD10CM:D56	HumanCurated	thalassemia	0.8
MONDO:0000983	skos:exactMatch	ICD10CM:F65.2	HumanCurated	exhibitionism	0.8
MONDO:0009249	skos:exactMatch	ICD10CM:E74.12	HumanCurated	hereditary fructose intolerance	0.8
MONDO:0009252	skos:exactMatch	ICD10CM:E74.11	HumanCurated	essential fructosuria	0.8
MONDO:0009230	skos:exactMatch	ICD10CM:M35.5	HumanCurated	fibrosclerosis, multifocal	0.8
MONDO:0009264	skos:exactMatch	ICD10CM:Q79.3	HumanCurated	gastroschisis	0.8
MONDO:0000839	skos:exactMatch	ICD10CM:Q00-Q99	HumanCurated	obsolete congenital abnormality	0.8
MONDO:0012865	skos:exactMatch	ICD10CM:L73.1	HumanCurated	Pseudofolliculitis barbae	0.8
MONDO:0000866	skos:exactMatch	ICD10CM:R82.1	HumanCurated	myoglobinuria	0.8
MONDO:0000916	skos:exactMatch	ICD10CM:A00-A09	HumanCurated	intestinal infectious disease	0.8
MONDO:0010298	skos:exactMatch	ICD10CM:E79.1	HumanCurated	Lesch-Nyhan syndrome	0.8
MONDO:0009107	skos:exactMatch	ICD10CM:Q77.5	HumanCurated	diastrophic dysplasia	0.8
MONDO:0009106	skos:exactMatch	ICD10CM:Q06.2	HumanCurated	diastematomyelia	0.8
MONDO:0010100	skos:exactMatch	ICD10CM:E75.02	HumanCurated	Tay-Sachs disease	0.8
MONDO:0009115	skos:exactMatch	ICD10CM:E73.0	HumanCurated	congenital lactase deficiency	0.8
MONDO:0009169	skos:exactMatch	ICD10CM:I42.4	HumanCurated	endocardial fibroelastosis	0.8
MONDO:0010149	skos:exactMatch	ICD10CM:D51.2	HumanCurated	transcobalamin II deficiency	0.8
MONDO:0000704	skos:exactMatch	ICD10CM:K52.832	HumanCurated	lymphocytic colitis	0.8
MONDO:0000703	skos:exactMatch	ICD10CM:K52.831	HumanCurated	collagenous colitis	0.8
MONDO:0000754	skos:exactMatch	ICD10CM:K60.3	HumanCurated	anal fistula	0.8
MONDO:0000745	skos:exactMatch	ICD10CM:I46	HumanCurated	cardiac arrest	0.8
MONDO:0000743	skos:exactMatch	ICD10CM:K13.3	HumanCurated	oral hairy leukoplakia	0.8
MONDO:0022171	skos:exactMatch	ICD10CM:L75.1	HumanCurated	chromhidrosis	0.8
MONDO:0024644	skos:exactMatch	ICD10CM:I20-I25	HumanCurated	myocardial ischemia	0.8
MONDO:0024647	skos:exactMatch	ICD10CM:N21	HumanCurated	urolithiasis	0.8
MONDO:0010006	skos:exactMatch	ICD10CM:E75.01	HumanCurated	Sandhoff disease	0.8
MONDO:0009010	skos:exactMatch	ICD10CM:Q25.21	HumanCurated	aortic arch interruption	0.8
MONDO:0000665	skos:exactMatch	ICD10CM:R48.2	HumanCurated	apraxia	0.8
MONDO:0009044	skos:exactMatch	ICD10CM:E80.5	HumanCurated	Crigler-Najjar syndrome	0.8
MONDO:0010029	skos:exactMatch	ICD10CM:Q89.3	HumanCurated	situs inversus	0.8
MONDO:0010035	skos:exactMatch	ICD10CM:E78.72	HumanCurated	Smith-Lemli-Opitz syndrome	0.8
MONDO:0024665	skos:exactMatch	ICD10CM:Q56	HumanCurated	indeterminate sex and/or pseudohermaphroditism	0.8
MONDO:0000690	skos:exactMatch	ICD10CM:F45.22	HumanCurated	body dysmorphic disorder	0.8
MONDO:0009020	skos:exactMatch	ICD10CM:H18.55	HumanCurated	macular corneal dystrophy	0.8
MONDO:0024652	skos:exactMatch	ICD10CM:Q50.4	HumanCurated	embryonic cyst of fallopian tube	0.8
MONDO:0010086	skos:exactMatch	ICD10CM:R95	HumanCurated	obsolete sudden infant death syndrome	0.8
MONDO:0009061	skos:exactMatch	ICD10CM:E84	HumanCurated	cystic fibrosis	0.8
MONDO:0000598	skos:exactMatch	ICD10CM:R47.01	HumanCurated	aphasia	0.8
MONDO:0024583	skos:exactMatch	ICD10CM:K40-K46	HumanCurated	obsolete hernia	0.8
MONDO:0024574	skos:exactMatch	ICD10CM:D68.0	HumanCurated	von Willebrand disease (hereditary or acquired)	0.8
MONDO:0000430	skos:exactMatch	ICD10CM:C84.4	HumanCurated	mature T-cell and NK-cell non-Hodgkin lymphoma	0.8
MONDO:0000447	skos:exactMatch	ICD10CM:Q44.6	HumanCurated	autosomal dominant polycystic liver disease	0.8
MONDO:0012456	skos:exactMatch	ICD10CM:Q12.3	HumanCurated	congenital primary aphakia	0.8
MONDO:0000462	skos:exactMatch	ICD10CM:H00-H06	HumanCurated	eye adnexa disorder	0.8
MONDO:0024467	skos:exactMatch	ICD10CM:L75	HumanCurated	apocrine sweat gland disorder	0.8
MONDO:0006497	skos:exactMatch	ICD10CM:G80	HumanCurated	cerebral palsy	0.8
MONDO:0006534	skos:exactMatch	ICD10CM:L50.5	HumanCurated	cholinergic urticaria	0.8
MONDO:0006532	skos:exactMatch	ICD10CM:H60.4	HumanCurated	cholesteatoma of external ear	0.8
MONDO:0006533	skos:exactMatch	ICD10CM:H71	HumanCurated	cholesteatoma of middle ear	0.8
MONDO:0006545	skos:exactMatch	ICD10CM:L51	HumanCurated	erythema multiforme	0.8
MONDO:0006541	skos:exactMatch	ICD10CM:Q81	HumanCurated	epidermolysis bullosa	0.8
MONDO:0006516	skos:exactMatch	ICD10CM:M62.84	HumanCurated	sarcopenia	0.8
MONDO:0006527	skos:exactMatch	ICD10CM:L74.4	HumanCurated	anhidrosis	0.8
MONDO:0006525	skos:exactMatch	ICD10CM:L23	HumanCurated	allergic contact dermatitis	0.8
MONDO:0006526	skos:exactMatch	ICD10CM:L50.0	HumanCurated	allergic urticaria	0.8
MONDO:0006524	skos:exactMatch	ICD10CM:L90.4	HumanCurated	acrodermatitis chronica atrophicans	0.8
MONDO:0006572	skos:exactMatch	ICD10CM:L43	HumanCurated	lichen planus	0.8
MONDO:0006571	skos:exactMatch	ICD10CM:L44.1	HumanCurated	lichen nitidus	0.8
MONDO:0006559	skos:exactMatch	ICD10CM:L73.2	HumanCurated	hidradenitis suppurativa	0.8
MONDO:0006554	skos:exactMatch	ICD10CM:L92.0	HumanCurated	granuloma annulare	0.8
MONDO:0006553	skos:exactMatch	ICD10CM:L75.2	HumanCurated	Fox-Fordyce disease	0.8
MONDO:0006551	skos:exactMatch	ICD10CM:L65.2	HumanCurated	alopecia mucinosa	0.8
MONDO:0006567	skos:exactMatch	ICD10CM:P57.0	HumanCurated	kernicterus due to isoimmunization	0.8
MONDO:0006507	skos:exactMatch	ICD10CM:E83.110	HumanCurated	hereditary hemochromatosis	0.8
MONDO:0006502	skos:exactMatch	ICD10CM:J80	HumanCurated	acute respiratory distress syndrome	0.8
MONDO:0018381	skos:exactMatch	ICD10CM:M42	HumanCurated	osteochondrosis	0.8
MONDO:0018439	skos:exactMatch	ICD10CM:K52.82	HumanCurated	eosinophilic colitis	0.8
MONDO:0043209	skos:exactMatch	ICD10CM:E70.3	HumanCurated	albinism	0.8
MONDO:0006234	skos:exactMatch	ICD10CM:D07.5	HumanCurated	grade III prostatic intraepithelial neoplasia	0.8
MONDO:0008890	skos:exactMatch	ICD10CM:G12.22	HumanCurated	progressive bulbar palsy	0.8
MONDO:0018229	skos:exactMatch	ICD10CM:L51.1	HumanCurated	Stevens-Johnson syndrome	0.8
MONDO:0006295	skos:exactMatch	ICD10CM:C64-C68	HumanCurated	malignant urinary system neoplasm	0.8
MONDO:0006294	skos:exactMatch	ICD10CM:C38.4	HumanCurated	pleural cancer	0.8
MONDO:0008963	skos:exactMatch	ICD10CM:E70.330	HumanCurated	Chediak-Higashi syndrome	0.8
MONDO:0006337	skos:exactMatch	ICD10CM:N80.1	HumanCurated	ovarian endometriosis	0.8
MONDO:0018326	skos:exactMatch	ICD10CM:P94.0	HumanCurated	transient neonatal myasthenia gravis	0.8
MONDO:0018312	skos:exactMatch	ICD10CM:B39	HumanCurated	histoplasmosis	0.8
MONDO:0018182	skos:exactMatch	ICD10CM:L01.03	HumanCurated	bullous impetigo	0.8
MONDO:0018181	skos:exactMatch	ICD10CM:L00	HumanCurated	staphylococcal scalded skin syndrome	0.8
MONDO:0008797	skos:exactMatch	ICD10CM:K00.0	HumanCurated	anodontia	0.8
MONDO:0006118	skos:exactMatch	ICD10CM:N60.3	HumanCurated	breast fibrosis	0.8
MONDO:0018166	skos:exactMatch	ICD10CM:K13.5	HumanCurated	oral submucous fibrosis	0.8
MONDO:0018150	skos:exactMatch	ICD10CM:E75.22	HumanCurated	Gaucher disease	0.8
MONDO:0008818	skos:exactMatch	ICD10CM:Q87.82	HumanCurated	arterial tortuosity syndrome	0.8
MONDO:0018077	skos:exactMatch	ICD10CM:A21	HumanCurated	tularemia	0.8
MONDO:0018076	skos:exactMatch	ICD10CM:A15-A19	HumanCurated	tuberculosis	0.8
MONDO:0018059	skos:exactMatch	ICD10CM:A39.0	HumanCurated	meningococcal meningitis	0.8
MONDO:0018056	skos:exactMatch	ICD10CM:L43.1	HumanCurated	bullous lichen planus	0.8
MONDO:0006019	skos:exactMatch	ICD10CM:A66	HumanCurated	yaws	0.8
MONDO:0006015	skos:exactMatch	ICD10CM:A39.1	HumanCurated	Waterhouse-Friderichsen syndrome	0.8
MONDO:0006014	skos:exactMatch	ICD10CM:B37.3	HumanCurated	vulvovaginal candidiasis	0.8
MONDO:0006011	skos:exactMatch	ICD10CM:B15-B19	HumanCurated	viral hepatitis	0.8
MONDO:0021645	skos:exactMatch	ICD10CM:I85.0	HumanCurated	esophageal varices with bleeding	0.8
MONDO:0021645	skos:exactMatch	ICD10CM:I85.01	HumanCurated	esophageal varices with bleeding	0.8
MONDO:0021642	skos:exactMatch	ICD10CM:I86.3	HumanCurated	vulval varices	0.8
MONDO:0021644	skos:exactMatch	ICD10CM:I85.00	HumanCurated	esophageal varices without bleeding	0.8
MONDO:0006008	skos:exactMatch	ICD10CM:H81.2	HumanCurated	vestibular neuronitis	0.8
MONDO:0006004	skos:exactMatch	ICD10CM:J30.0	HumanCurated	vasomotor rhinitis	0.8
MONDO:0006005	skos:exactMatch	ICD10CM:A92.2	HumanCurated	Venezuelan equine encephalitis	0.8
MONDO:0006000	skos:exactMatch	ICD10CM:A18.31	HumanCurated	tuberculous peritonitis	0.8
MONDO:0008661	skos:exactMatch	ICD10CM:L80	HumanCurated	vitiligo	0.8
MONDO:0021681	skos:exactMatch	ICD10CM:A50-A64	HumanCurated	sexually transmitted disease	0.8
MONDO:0006038	skos:exactMatch	ICD10CM:K52.3	HumanCurated	indeterminate colitis	0.8
MONDO:0018015	skos:exactMatch	ICD10CM:M12.4	HumanCurated	intermittent hydrarthrosis	0.8
MONDO:0008723	skos:exactMatch	ICD10CM:E71.310	HumanCurated	very long chain acyl-CoA dehydrogenase deficiency	0.8
MONDO:0008722	skos:exactMatch	ICD10CM:E71.312	HumanCurated	short chain acyl-CoA dehydrogenase deficiency	0.8
MONDO:0008721	skos:exactMatch	ICD10CM:E71.311	HumanCurated	medium chain acyl-CoA dehydrogenase deficiency	0.8
MONDO:0021723	skos:exactMatch	ICD10CM:N94.2	HumanCurated	vaginismus	0.8
MONDO:0021527	skos:exactMatch	ICD10CM:D32	HumanCurated	benign neoplasm of meninges	0.8
MONDO:0021520	skos:exactMatch	ICD10CM:D10.2	HumanCurated	benign neoplasm of floor of mouth	0.8
MONDO:0021521	skos:exactMatch	ICD10CM:D15.2	HumanCurated	benign neoplasm of mediastinum	0.8
MONDO:0021522	skos:exactMatch	ICD10CM:D16.5	HumanCurated	benign neoplasm of lower jaw bone	0.8
MONDO:0021513	skos:exactMatch	ICD10CM:D10.4	HumanCurated	benign neoplasm of tonsil	0.8
MONDO:0021517	skos:exactMatch	ICD10CM:D14.2	HumanCurated	benign neoplasm of trachea	0.8
MONDO:0021510	skos:exactMatch	ICD10CM:D29.1	HumanCurated	benign neoplasm of prostate	0.8
MONDO:0021512	skos:exactMatch	ICD10CM:D15.0	HumanCurated	benign neoplasm of thymus	0.8
MONDO:0008533	skos:exactMatch	ICD10CM:K00.1	HumanCurated	teeth, supernumerary	0.8
MONDO:0021506	skos:exactMatch	ICD10CM:D33.4	HumanCurated	benign neoplasm of spinal cord	0.8
MONDO:0008542	skos:exactMatch	ICD10CM:Q21.3	HumanCurated	tetralogy of fallot	0.8
MONDO:0008599	skos:exactMatch	ICD10CM:G50.0	HumanCurated	trigeminal neuralgia	0.8
MONDO:0008575	skos:exactMatch	ICD10CM:F17	HumanCurated	nicotine dependence	0.8
MONDO:0008627	skos:exactMatch	ICD10CM:C66	HumanCurated	ureter cancer	0.8
MONDO:0021494	skos:exactMatch	ICD10CM:D11.0	HumanCurated	benign neoplasm of parotid gland	0.8
MONDO:0021496	skos:exactMatch	ICD10CM:D10.0	HumanCurated	benign neoplasm of lip	0.8
MONDO:0021472	skos:exactMatch	ICD10CM:D29.4	HumanCurated	benign neoplasm of scrotum	0.8
MONDO:0021476	skos:exactMatch	ICD10CM:D10.1	HumanCurated	benign neoplasm of tongue	0.8
MONDO:0021478	skos:exactMatch	ICD10CM:D10.6	HumanCurated	benign neoplasm of nasopharynx	0.8
MONDO:0021470	skos:exactMatch	ICD10CM:D13.6	HumanCurated	benign neoplasm of pancreas	0.8
MONDO:0021461	skos:exactMatch	ICD10CM:D10.7	HumanCurated	benign neoplasm of hypopharynx	0.8
MONDO:0021462	skos:exactMatch	ICD10CM:D12.8	HumanCurated	benign neoplasm of rectum	0.8
