# curie_map:
#   ICD10CM: http://apps.who.int/classifications/icd10/browse/2010/en#/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_icd10cm.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2022-03-15/mappings/mondo_hasdbxref_icd10cm.sssom.tsv
# object_source: https://www.icd10data.com/
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	predicate_id	object_id	match_type	subject_label	confidence
MONDO:0012383	oboInOwl:hasDbXref	ICD10CM:D84.8	HumanCurated	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	0.8
MONDO:0024356	oboInOwl:hasDbXref	ICD10CM:G47.31	HumanCurated	primary central sleep apnea syndrome	0.8
MONDO:0012375	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal recessive nonsyndromic hearing loss 47	0.8
MONDO:0012376	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal recessive nonsyndromic hearing loss 55	0.8
MONDO:0012370	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal recessive nonsyndromic hearing loss 51	0.8
MONDO:0012367	oboInOwl:hasDbXref	ICD10CM:H35.5	HumanCurated	retinitis pigmentosa 31	0.8
MONDO:0012364	oboInOwl:hasDbXref	ICD10CM:I42.0	HumanCurated	dilated cardiomyopathy 1Q	0.8
MONDO:0012368	oboInOwl:hasDbXref	ICD10CM:E72.8	HumanCurated	aminoacylase 1 deficiency	0.8
MONDO:0012362	oboInOwl:hasDbXref	ICD10CM:I42.0	HumanCurated	dilated cardiomyopathy 1P	0.8
MONDO:0012363	oboInOwl:hasDbXref	ICD10CM:H35.5	HumanCurated	retinitis pigmentosa 32	0.8
MONDO:0012360	oboInOwl:hasDbXref	ICD10CM:E03.1	HumanCurated	congenital nongoitrous hypothryoidism 3	0.8
MONDO:0012355	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal recessive nonsyndromic hearing loss 28	0.8
MONDO:0012354	oboInOwl:hasDbXref	ICD10CM:D69.8	HumanCurated	platelet-type bleeding disorder 8	0.8
MONDO:0012359	oboInOwl:hasDbXref	ICD10CM:D81.8	HumanCurated	combined immunodeficiency due to partial RAG1 deficiency	0.8
MONDO:0012351	oboInOwl:hasDbXref	ICD10CM:Q70.3	HumanCurated	zygodactyly type 1	0.8
MONDO:0024382	oboInOwl:hasDbXref	ICD10CM:G47.26	HumanCurated	circadian rhythm sleep disorder, shift work type	0.8
MONDO:0024381	oboInOwl:hasDbXref	ICD10CM:G47.25	HumanCurated	circadian rhythm sleep disorder, jet lag type	0.8
MONDO:0024377	oboInOwl:hasDbXref	ICD10CM:G47.21	HumanCurated	circadian rhythm sleep disorder, delayed sleep phase type	0.8
MONDO:0024379	oboInOwl:hasDbXref	ICD10CM:G47.23	HumanCurated	circadian rhythm sleep disorder, irregular sleep wake type	0.8
MONDO:0024378	oboInOwl:hasDbXref	ICD10CM:G47.22	HumanCurated	circadian rhythm sleep disorder, advanced sleep phase type	0.8
MONDO:0012399	oboInOwl:hasDbXref	ICD10CM:Q04.3	HumanCurated	complex cortical dysplasia with other brain malformations 7	0.8
MONDO:0012391	oboInOwl:hasDbXref	ICD10CM:E75.4	HumanCurated	neuronal ceroid lipofuscinosis 8 northern epilepsy variant	0.8
MONDO:0012392	oboInOwl:hasDbXref	ICD10CM:E71.1	HumanCurated	2-methylbutyryl-CoA dehydrogenase deficiency	0.8
MONDO:0012395	oboInOwl:hasDbXref	ICD10CM:Q12.0	HumanCurated	cataract 18	0.8
MONDO:0012396	oboInOwl:hasDbXref	ICD10CM:E16.1	HumanCurated	exercise-induced hyperinsulinism	0.8
MONDO:0012393	oboInOwl:hasDbXref	ICD10CM:E72.8	HumanCurated	congenital brain dysgenesis due to glutamine synthetase deficiency	0.8
MONDO:0014846	oboInOwl:hasDbXref	ICD10CM:G11.1	HumanCurated	autosomal recessive cerebellar ataxia - epilepsy - intellectual disability syndrome due to TUD deficiency	0.8
MONDO:0002846	oboInOwl:hasDbXref	ICD10CM:K29.6	HumanCurated	granulomatous gastritis	0.8
MONDO:0000200	oboInOwl:hasDbXref	ICD10CM:Q87.8	HumanCurated	Zimmermann-Laband syndrome	0.8
MONDO:0014828	oboInOwl:hasDbXref	ICD10CM:D84.8	HumanCurated	immunodeficiency-centromeric instability-facial anomalies syndrome 3	0.8
MONDO:0014829	oboInOwl:hasDbXref	ICD10CM:D84.8	HumanCurated	immunodeficiency-centromeric instability-facial anomalies syndrome 4	0.8
MONDO:0014831	oboInOwl:hasDbXref	ICD10CM:E88.1	HumanCurated	progeroid and marfanoid aspect-lipodystrophy syndrome	0.8
MONDO:0014819	oboInOwl:hasDbXref	ICD10CM:Q87.1	HumanCurated	autosomal dominant Robinow syndrome 3	0.8
MONDO:0014822	oboInOwl:hasDbXref	ICD10CM:Q93.5	HumanCurated	15q14 microdeletion syndrome	0.8
MONDO:0014821	oboInOwl:hasDbXref	ICD10CM:Q78.8	HumanCurated	complex lethal osteochondrodysplasia	0.8
MONDO:0014804	oboInOwl:hasDbXref	ICD10CM:D64.0	HumanCurated	sideroblastic anemia 3	0.8
MONDO:0014803	oboInOwl:hasDbXref	ICD10CM:E88.8	HumanCurated	spasticity-ataxia-gait anomalies syndrome	0.8
MONDO:0014808	oboInOwl:hasDbXref	ICD10CM:P78.3	HumanCurated	congenital secretory sodium diarrhea 8	0.8
MONDO:0014810	oboInOwl:hasDbXref	ICD10CM:D81.8	HumanCurated	pancytopenia due to IKZF1 mutations	0.8
MONDO:0002898	oboInOwl:hasDbXref	ICD10CM:C43-C44	HumanCurated	skin cancer	0.8
MONDO:0000237	oboInOwl:hasDbXref	ICD10CM:A26	HumanCurated	erysipeloid	0.8
MONDO:0012221	oboInOwl:hasDbXref	ICD10CM:E77.1	HumanCurated	alpha-N-acetylgalactosaminidase deficiency type 1	0.8
MONDO:0012222	oboInOwl:hasDbXref	ICD10CM:E77.1	HumanCurated	alpha-N-acetylgalactosaminidase deficiency type 2	0.8
MONDO:0014882	oboInOwl:hasDbXref	ICD10CM:G11.4	HumanCurated	hereditary spastic paraplegia 77	0.8
MONDO:0012220	oboInOwl:hasDbXref	ICD10CM:E70.3	HumanCurated	Griscelli syndrome type 3	0.8
MONDO:0000245	oboInOwl:hasDbXref	ICD10CM:B35.5	HumanCurated	tinea imbricata	0.8
MONDO:0012209	oboInOwl:hasDbXref	ICD10CM:Q87.0	HumanCurated	branchiogenic deafness syndrome	0.8
MONDO:0012213	oboInOwl:hasDbXref	ICD10CM:G11.4	HumanCurated	hereditary spastic paraplegia 26	0.8
MONDO:0014873	oboInOwl:hasDbXref	ICD10CM:Q82.5	HumanCurated	nevus comedonicus syndrome	0.8
MONDO:0012211	oboInOwl:hasDbXref	ICD10CM:E77.8	HumanCurated	MPDU1-CDG	0.8
MONDO:0012216	oboInOwl:hasDbXref	ICD10CM:Q15.8	HumanCurated	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	0.8
MONDO:0012215	oboInOwl:hasDbXref	ICD10CM:G71.0	HumanCurated	myofibrillar myopathy 3	0.8
MONDO:0012215	oboInOwl:hasDbXref	ICD10CM:G71.8	HumanCurated	myofibrillar myopathy 3	0.8
MONDO:0014871	oboInOwl:hasDbXref	ICD10CM:H35.5	HumanCurated	retinitis pigmentosa 75	0.8
MONDO:0014870	oboInOwl:hasDbXref	ICD10CM:Q77.2	HumanCurated	NEK9-related lethal skeletal dysplasia	0.8
MONDO:0000212	oboInOwl:hasDbXref	ICD10CM:E83.5	HumanCurated	hypercalcemia, infantile	0.8
MONDO:0002876	oboInOwl:hasDbXref	ICD10CM:C53.1	HumanCurated	cervical adenosarcoma	0.8
MONDO:0002876	oboInOwl:hasDbXref	ICD10CM:C53.8	HumanCurated	cervical adenosarcoma	0.8
MONDO:0002876	oboInOwl:hasDbXref	ICD10CM:C53.0	HumanCurated	cervical adenosarcoma	0.8
MONDO:0002877	oboInOwl:hasDbXref	ICD10CM:C53	HumanCurated	cervical carcinosarcoma	0.8
MONDO:0002878	oboInOwl:hasDbXref	ICD10CM:C54.2	HumanCurated	uterine corpus adenosarcoma	0.8
MONDO:0012200	oboInOwl:hasDbXref	ICD10CM:H18.50	HumanCurated	posterior polymorphous corneal dystrophy 3	0.8
MONDO:0012206	oboInOwl:hasDbXref	ICD10CM:Q77.7	HumanCurated	Czech dysplasia, metatarsal type	0.8
MONDO:0014866	oboInOwl:hasDbXref	ICD10CM:G60.0	HumanCurated	Charcot-Marie-Tooth disease axonal type 2T	0.8
MONDO:0012203	oboInOwl:hasDbXref	ICD10CM:E05.8	HumanCurated	familial hyperthyroidism due to mutations in TSH receptor	0.8
MONDO:0012204	oboInOwl:hasDbXref	ICD10CM:D58.8	HumanCurated	familial pseudohyperkalemia	0.8
MONDO:0014865	oboInOwl:hasDbXref	ICD10CM:D70	HumanCurated	autosomal recessive severe congenital neutropenia due to CSF3R deficiency	0.8
MONDO:0002889	oboInOwl:hasDbXref	ICD10CM:C69.6	HumanCurated	orbital cancer	0.8
MONDO:0000226	oboInOwl:hasDbXref	ICD10CM:E83	HumanCurated	mineral metabolism disease	0.8
MONDO:0002884	oboInOwl:hasDbXref	ICD10CM:L60.9	HumanCurated	nail disorder	0.8
MONDO:0002884	oboInOwl:hasDbXref	ICD10CM:L60	HumanCurated	nail disorder	0.8
MONDO:0002885	oboInOwl:hasDbXref	ICD10CM:L08.1	HumanCurated	erythrasma	0.8
MONDO:0014853	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal dominant nonsyndromic hearing loss 70	0.8
MONDO:0014854	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal dominant nonsyndromic hearing loss 66	0.8
MONDO:0002811	oboInOwl:hasDbXref	ICD10CM:C34.0	HumanCurated	main bronchus cancer	0.8
MONDO:0014800	oboInOwl:hasDbXref	ICD10CM:G71.0	HumanCurated	progressive scapulohumeroperoneal distal myopathy	0.8
MONDO:0002817	oboInOwl:hasDbXref	ICD10CM:C74	HumanCurated	adrenal gland cancer	0.8
MONDO:0002817	oboInOwl:hasDbXref	ICD10CM:C74.9	HumanCurated	adrenal gland cancer	0.8
MONDO:0002815	oboInOwl:hasDbXref	ICD10CM:I40.9	HumanCurated	acute myocarditis	0.8
MONDO:0002815	oboInOwl:hasDbXref	ICD10CM:I40	HumanCurated	acute myocarditis	0.8
MONDO:0002800	oboInOwl:hasDbXref	ICD10CM:I80.0	HumanCurated	thrombophlebitis	0.8
MONDO:0024297	oboInOwl:hasDbXref	ICD10CM:E00-E90	HumanCurated	obsolete nutritional or metabolic disease	0.8
MONDO:0000271	oboInOwl:hasDbXref	ICD10CM:A18.17	HumanCurated	tuberculous salpingitis	0.8
MONDO:0012268	oboInOwl:hasDbXref	ICD10CM:B20	HumanCurated	AIDS	0.8
MONDO:0012269	oboInOwl:hasDbXref	ICD10CM:Q93.5	HumanCurated	chromosome 3q29 microdeletion syndrome	0.8
MONDO:0012260	oboInOwl:hasDbXref	ICD10CM:Q12.0	HumanCurated	cataract 35	0.8
MONDO:0012256	oboInOwl:hasDbXref	ICD10CM:G11.4	HumanCurated	hereditary spastic paraplegia 28	0.8
MONDO:0012257	oboInOwl:hasDbXref	ICD10CM:Q87.8	HumanCurated	Cerebrorenodigital syndrome	0.8
MONDO:0012254	oboInOwl:hasDbXref	ICD10CM:Q77.3	HumanCurated	multiple epiphyseal dysplasia, with miniepiphyses	0.8
MONDO:0012258	oboInOwl:hasDbXref	ICD10CM:Q81.0	HumanCurated	epidermolysis bullosa simplex 2E, with migratory circinate erythema	0.8
MONDO:0012253	oboInOwl:hasDbXref	ICD10CM:Q77.3	HumanCurated	multiple epiphyseal dysplasia, with severe proximal femoral dysplasia	0.8
MONDO:0012250	oboInOwl:hasDbXref	ICD10CM:G60.0	HumanCurated	Charcot-Marie-Tooth disease type 4H	0.8
MONDO:0024229	oboInOwl:hasDbXref	ICD10CM:L74.1	HumanCurated	miliaria crystallina	0.8
MONDO:0012246	oboInOwl:hasDbXref	ICD10CM:G11.2	HumanCurated	spinocerebellar ataxia type 26	0.8
MONDO:0012247	oboInOwl:hasDbXref	ICD10CM:G11.8	HumanCurated	spinocerebellar ataxia type 27	0.8
MONDO:0012248	oboInOwl:hasDbXref	ICD10CM:G71.0	HumanCurated	autosomal recessive limb-girdle muscular dystrophy type 2K	0.8
MONDO:0000265	oboInOwl:hasDbXref	ICD10CM:J69.0	HumanCurated	aspiration pneumonia	0.8
MONDO:0000263	oboInOwl:hasDbXref	ICD10CM:J04	HumanCurated	laryngotracheitis	0.8
MONDO:0000263	oboInOwl:hasDbXref	ICD10CM:J04.2	HumanCurated	laryngotracheitis	0.8
MONDO:0000263	oboInOwl:hasDbXref	ICD10CM:J37.1	HumanCurated	laryngotracheitis	0.8
MONDO:0000261	oboInOwl:hasDbXref	ICD10CM:J35.02	HumanCurated	adenoiditis	0.8
MONDO:0012235	oboInOwl:hasDbXref	ICD10CM:G11.1	HumanCurated	autosomal recessive spinocerebellar ataxia 7	0.8
MONDO:0014899	oboInOwl:hasDbXref	ICD10CM:G71.3	HumanCurated	adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency	0.8
MONDO:0012231	oboInOwl:hasDbXref	ICD10CM:G60.0	HumanCurated	Charcot-Marie-Tooth disease type 2A2	0.8
MONDO:0012293	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal recessive nonsyndromic hearing loss 23	0.8
MONDO:0012290	oboInOwl:hasDbXref	ICD10CM:Q82.8	HumanCurated	CEDNIK syndrome	0.8
MONDO:0012296	oboInOwl:hasDbXref	ICD10CM:Q05.9	HumanCurated	lipomyelomeningocele	0.8
MONDO:0012297	oboInOwl:hasDbXref	ICD10CM:G11.4	HumanCurated	SPOAN syndrome	0.8
MONDO:0024268	oboInOwl:hasDbXref	ICD10CM:B36.9	HumanCurated	superficial mycosis	0.8
MONDO:0024264	oboInOwl:hasDbXref	ICD10CM:E03.1	HumanCurated	hypothyroidism, congenital, nongoitrous, 2	0.8
MONDO:0012289	oboInOwl:hasDbXref	ICD10CM:G71.8	HumanCurated	myofibrillar myopathy 5	0.8
MONDO:0012280	oboInOwl:hasDbXref	ICD10CM:Q87.8	HumanCurated	Goldberg-Shprintzen megacolon syndrome	0.8
MONDO:0012276	oboInOwl:hasDbXref	ICD10CM:G40.3	HumanCurated	generalized epilepsy-paroxysmal dyskinesia syndrome	0.8
MONDO:0012277	oboInOwl:hasDbXref	ICD10CM:G71.8	HumanCurated	myofibrillar myopathy 4	0.8
MONDO:0012271	oboInOwl:hasDbXref	ICD10CM:Q70.2	HumanCurated	mesoaxial synostotic syndactyly with phalangeal reduction	0.8
MONDO:0012271	oboInOwl:hasDbXref	ICD10CM:Q70.0	HumanCurated	mesoaxial synostotic syndactyly with phalangeal reduction	0.8
MONDO:0012275	oboInOwl:hasDbXref	ICD10CM:Q86.8	HumanCurated	fetal valproate syndrome	0.8
MONDO:0012273	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal recessive nonsyndromic hearing loss 48	0.8
MONDO:0002735	oboInOwl:hasDbXref	ICD10CM:C21.1	HumanCurated	anal canal adenocarcinoma	0.8
MONDO:0014717	oboInOwl:hasDbXref	ICD10CM:G40.3	HumanCurated	early-onset Lafora body disease	0.8
MONDO:0014715	oboInOwl:hasDbXref	ICD10CM:D84.8	HumanCurated	primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	0.8
MONDO:0014719	oboInOwl:hasDbXref	ICD10CM:G40.4	HumanCurated	developmental and epileptic encephalopathy, 35	0.8
MONDO:0014720	oboInOwl:hasDbXref	ICD10CM:H47.2	HumanCurated	autosomal dominant optic atrophy plus syndrome	0.8
MONDO:0014725	oboInOwl:hasDbXref	ICD10CM:Q02	HumanCurated	spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	0.8
MONDO:0014722	oboInOwl:hasDbXref	ICD10CM:Q77.7	HumanCurated	Roifman syndrome	0.8
MONDO:0002727	oboInOwl:hasDbXref	ICD10CM:G52.0	HumanCurated	olfactory nerve disorder	0.8
MONDO:0002728	oboInOwl:hasDbXref	ICD10CM:C49.9	HumanCurated	rhabdoid tumor	0.8
MONDO:0014706	oboInOwl:hasDbXref	ICD10CM:Q82.8	HumanCurated	cutis laxa, autosomal dominant 3	0.8
MONDO:0014708	oboInOwl:hasDbXref	ICD10CM:Q93.2	HumanCurated	ring chromosome 14	0.8
MONDO:0014702	oboInOwl:hasDbXref	ICD10CM:G11.4	HumanCurated	autosomal recessive complex spastic paraplegia type 9B	0.8
MONDO:0014701	oboInOwl:hasDbXref	ICD10CM:Q77.7	HumanCurated	spondyloepiphyseal dysplasia, Stanescu type	0.8
MONDO:0002708	oboInOwl:hasDbXref	ICD10CM:H30.9	HumanCurated	retinitis	0.8
MONDO:0002724	oboInOwl:hasDbXref	ICD10CM:D47.0	HumanCurated	mast cell neoplasm	0.8
MONDO:0002714	oboInOwl:hasDbXref	ICD10CM:C72.9	HumanCurated	central nervous system cancer	0.8
MONDO:0002715	oboInOwl:hasDbXref	ICD10CM:C55	HumanCurated	uterine cancer	0.8
MONDO:0002776	oboInOwl:hasDbXref	ICD10CM:H61.9	HumanCurated	external ear disorder	0.8
MONDO:0002776	oboInOwl:hasDbXref	ICD10CM:H60-H62	HumanCurated	external ear disorder	0.8
MONDO:0000110	oboInOwl:hasDbXref	ICD10CM:Q30.2	HumanCurated	bifid nose	0.8
MONDO:0012103	oboInOwl:hasDbXref	ICD10CM:G11.8	HumanCurated	spinocerebellar ataxia type 25	0.8
MONDO:0014768	oboInOwl:hasDbXref	ICD10CM:F01.1	HumanCurated	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2	0.8
MONDO:0012104	oboInOwl:hasDbXref	ICD10CM:E88.1	HumanCurated	acquired partial lipodystrophy	0.8
MONDO:0012105	oboInOwl:hasDbXref	ICD10CM:M31.3	HumanCurated	granulomatosis with polyangiitis	0.8
MONDO:0012105	oboInOwl:hasDbXref	ICD10CM:M31.30	HumanCurated	granulomatosis with polyangiitis	0.8
MONDO:0000107	oboInOwl:hasDbXref	ICD10CM:Q75.8	HumanCurated	auriculocondylar syndrome	0.8
MONDO:0002769	oboInOwl:hasDbXref	ICD10CM:N89.8	HumanCurated	leukorrhea	0.8
MONDO:0000127	oboInOwl:hasDbXref	ICD10CM:Q87.1	HumanCurated	geleophysic dysplasia	0.8
MONDO:0014753	oboInOwl:hasDbXref	ICD10CM:H47.2	HumanCurated	autosomal recessive optic atrophy	0.8
MONDO:0014750	oboInOwl:hasDbXref	ICD10CM:Q34.8	HumanCurated	primary ciliary dyskinesia 33	0.8
MONDO:0002754	oboInOwl:hasDbXref	ICD10CM:C90.2	HumanCurated	extramedullary plasmacytoma	0.8
MONDO:0002754	oboInOwl:hasDbXref	ICD10CM:C90.20	HumanCurated	extramedullary plasmacytoma	0.8
MONDO:0002752	oboInOwl:hasDbXref	ICD10CM:C56	HumanCurated	ovarian adenocarcinoma	0.8
MONDO:0014739	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal recessive nonsyndromic hearing loss 97	0.8
MONDO:0014738	oboInOwl:hasDbXref	ICD10CM:H90.3	HumanCurated	autosomal dominant nonsyndromic hearing loss 69	0.8
