# curie_map:
#   linkml: https://w3id.org/linkml/
#   sempav: https://w3id.org/sempav
#   loinc: https://loinc.org/
#   PR: http://purl.obolibrary.org/obo/PR_
#   skos: http://www.w3.org/2004/02/skos/core#
#   wikidata: https://www.wikidata.org/entity/
#   orcid: https://orcid.org/
# license: http://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2023-05-01'
# mapping_set_id: http://w3id.org/mapping_commons/monarch/loinc2pr.sssom.tsv
# issue_tracker: https://github.com/monarch-initiative/monarch-mapping-commons/issues
# creator_label: "Monarch Initiative"
# creator_id: wikidata:Q34645736
# author_id: orcid:0000-0002-5316-1399
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	comment
loinc:LP307546-4	protein^8th specimen	skos:exactMatch	PR:000000001	protein	semapv:ManualMappingCuration	
loinc:LP307547-2	protein^resting	skos:exactMatch	PR:000000001	protein	semapv:ManualMappingCuration	
loinc:LP307548-0	protein^upright	skos:exactMatch	PR:000000001	protein	semapv:ManualMappingCuration	
loinc:LP306760-2	renin^1.5h post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306761-0	renin^100m post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306762-8	renin^10m post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306763-6	renin^1h post 25 mg captopril po	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306764-4	renin^1h post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306765-1	renin^1st specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306766-9	renin^20m post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306767-7	renin^2h post 25 mg captopril po	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306768-5	renin^2h post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306769-3	renin^2nd specimen	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306770-1	renin^2nd specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306771-9	renin^30m post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306772-7	renin^30m pre xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306773-5	renin^3h post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306774-3	renin^3rd specimen	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306775-0	renin^3rd specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306776-8	renin^4h post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306777-6	renin^4th specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306778-4	renin^5h post 600 ug furosemide po	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306779-2	renin^5h post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306780-0	renin^5th specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306781-8	renin^6th specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306782-6	renin^70m post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306783-4	renin^7th specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306784-2	renin^8th specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306785-9	renin^9th specimen post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306786-7	renin^baseline	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306787-5	renin^post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306788-3	renin^pre 600 ug furosemide po	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306789-1	renin^pre or post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP307550-6	renin^supine	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306790-9	renin^supine+30m post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP307551-4	renin^upright	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306791-7	renin^upright+1h post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP306792-5	renin^upright+30m post xxx challenge	skos:exactMatch	PR:000013883	renin	semapv:ManualMappingCuration	
loinc:LP420755-3	thyroglobulin^post thyroglobulin antibody neutralization	skos:exactMatch	PR:000016283	thyroglobulin	semapv:ManualMappingCuration	
