# curie_map:
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
# mapping_set_id: http://w3id.org/sssom/mappings/c460f0e0-d1f0-4135-af26-ff0a44c8fdc8
subject_id	predicate_id	object_id	match_type
ICD10CM:A52.02	skos:exactMatch	MONDO:0006992	Unspecified
ICD10CM:A52.11	skos:exactMatch	MONDO:0005977	Unspecified
ICD10CM:A52.2	skos:exactMatch	MONDO:0000927	Unspecified
ICD10CM:A52.3	skos:exactMatch	MONDO:0004944	Unspecified
ICD10CM:A54.31	skos:exactMatch	MONDO:0015455	Unspecified
ICD10CM:A54.32	skos:exactMatch	MONDO:0004774	Unspecified
ICD10CM:A54.33	skos:exactMatch	MONDO:0004852	Unspecified
ICD10CM:A57	skos:exactMatch	MONDO:0001797	Unspecified
ICD10CM:A58	skos:exactMatch	MONDO:0005777	Unspecified
ICD10CM:A59	skos:exactMatch	MONDO:0002154	Unspecified
ICD10CM:A59.0	skos:exactMatch	MONDO:0005993	Unspecified
ICD10CM:A66	skos:exactMatch	MONDO:0006019	Unspecified
ICD10CM:A68	skos:exactMatch	MONDO:0019633	Unspecified
ICD10CM:A68.0	skos:exactMatch	MONDO:0001620	Unspecified
ICD10CM:A68.1	skos:exactMatch	MONDO:0001621	Unspecified
ICD10CM:A69.2	skos:exactMatch	MONDO:0019632	Unspecified
ICD10CM:A74.0	skos:exactMatch	MONDO:0005808	Unspecified
ICD10CM:A77	skos:exactMatch	MONDO:0001195	Unspecified
ICD10CM:A78	skos:exactMatch	MONDO:0019186	Unspecified
ICD10CM:A79.0	skos:exactMatch	MONDO:0005991	Unspecified
ICD10CM:A80-A89	skos:exactMatch	MONDO:0024318	Unspecified
ICD10CM:A80.4	skos:exactMatch	MONDO:0003231	Unspecified
ICD10CM:A81.01	skos:exactMatch	MONDO:0007012	Unspecified
ICD10CM:A81.1	skos:exactMatch	MONDO:0009835	Unspecified
ICD10CM:A81.2	skos:exactMatch	MONDO:0016318	Unspecified
ICD10CM:A81.81	skos:exactMatch	MONDO:0006825	Unspecified
ICD10CM:A81.82	skos:exactMatch	MONDO:0007656	Unspecified
ICD10CM:A81.83	skos:exactMatch	MONDO:0010808	Unspecified
ICD10CM:A82	skos:exactMatch	MONDO:0019173	Unspecified
ICD10CM:A83.1	skos:exactMatch	MONDO:0019380	Unspecified
ICD10CM:A83.2	skos:exactMatch	MONDO:0005736	Unspecified
ICD10CM:A83.3	skos:exactMatch	MONDO:0005969	Unspecified
ICD10CM:A83.4	skos:exactMatch	MONDO:0001137	Unspecified
ICD10CM:A85	skos:exactMatch	MONDO:0019956	Unspecified
ICD10CM:A87	skos:exactMatch	MONDO:0007015	Unspecified
ICD10CM:A87.2	skos:exactMatch	MONDO:0001449	Unspecified
ICD10CM:A91	skos:exactMatch	MONDO:0005358	Unspecified
ICD10CM:A92.1	skos:exactMatch	MONDO:0000342	Unspecified
ICD10CM:A92.2	skos:exactMatch	MONDO:0006005	Unspecified
ICD10CM:A92.4	skos:exactMatch	MONDO:0017880	Unspecified
ICD10CM:A92.5	skos:exactMatch	MONDO:0018661	Unspecified
ICD10CM:A93.1	skos:exactMatch	MONDO:0005913	Unspecified
ICD10CM:A93.2	skos:exactMatch	MONDO:0005708	Unspecified
ICD10CM:A96.2	skos:exactMatch	MONDO:0005820	Unspecified
ICD10CM:A98.0	skos:exactMatch	MONDO:0020501	Unspecified
ICD10CM:A98.1	skos:exactMatch	MONDO:0017882	Unspecified
ICD10CM:A98.2	skos:exactMatch	MONDO:0017881	Unspecified
ICD10CM:A98.5	skos:exactMatch	MONDO:0005784	Unspecified
ICD10CM:B00	skos:exactMatch	MONDO:0004609	Unspecified
ICD10CM:B00.0	skos:exactMatch	MONDO:0004712	Unspecified
ICD10CM:B02	skos:exactMatch	MONDO:0005609	Unspecified
ICD10CM:B03	skos:exactMatch	MONDO:0004651	Unspecified
ICD10CM:B04	skos:exactMatch	MONDO:0002594	Unspecified
ICD10CM:B05	skos:exactMatch	MONDO:0004619	Unspecified
ICD10CM:B06	skos:exactMatch	MONDO:0004656	Unspecified
ICD10CM:B07.0	skos:exactMatch	MONDO:0001795	Unspecified
ICD10CM:B08.010	skos:exactMatch	MONDO:0005720	Unspecified
ICD10CM:B08.1	skos:exactMatch	MONDO:0005855	Unspecified
ICD10CM:B15-B19	skos:exactMatch	MONDO:0006011	Unspecified
ICD10CM:B20-B20	skos:exactMatch	MONDO:0005109	Unspecified
ICD10CM:B26	skos:exactMatch	MONDO:0000989	Unspecified
ICD10CM:B33.0	skos:exactMatch	MONDO:0005751	Unspecified
ICD10CM:B35	skos:exactMatch	MONDO:0004678	Unspecified
ICD10CM:B35-B49	skos:exactMatch	MONDO:0002041	Unspecified
ICD10CM:B35.1	skos:exactMatch	MONDO:0001628	Unspecified
ICD10CM:B35.2	skos:exactMatch	MONDO:0001699	Unspecified
ICD10CM:B35.3	skos:exactMatch	MONDO:0005984	Unspecified
ICD10CM:B35.4	skos:exactMatch	MONDO:0001461	Unspecified
ICD10CM:B35.5	skos:exactMatch	MONDO:0000245	Unspecified
ICD10CM:B36.0	skos:exactMatch	MONDO:0005915	Unspecified
ICD10CM:B36.1	skos:exactMatch	MONDO:0004677	Unspecified
ICD10CM:B36.2	skos:exactMatch	MONDO:0001827	Unspecified
ICD10CM:B36.3	skos:exactMatch	MONDO:0005669	Unspecified
ICD10CM:B37	skos:exactMatch	MONDO:0002026	Unspecified
ICD10CM:B37.3	skos:exactMatch	MONDO:0006014	Unspecified
ICD10CM:B37.81	skos:exactMatch	MONDO:0001648	Unspecified
ICD10CM:B38	skos:exactMatch	MONDO:0005706	Unspecified
ICD10CM:B39	skos:exactMatch	MONDO:0018312	Unspecified
ICD10CM:B40	skos:exactMatch	MONDO:0005672	Unspecified
ICD10CM:B41	skos:exactMatch	MONDO:0005894	Unspecified
ICD10CM:B42	skos:exactMatch	MONDO:0005968	Unspecified
ICD10CM:B44	skos:exactMatch	MONDO:0005657	Unspecified
ICD10CM:B44.81	skos:exactMatch	MONDO:0015243	Unspecified
ICD10CM:B45	skos:exactMatch	MONDO:0005724	Unspecified
ICD10CM:B46	skos:exactMatch	MONDO:0019136	Unspecified
ICD10CM:B47	skos:exactMatch	MONDO:0016823	Unspecified
ICD10CM:B48.0	skos:exactMatch	MONDO:0001616	Unspecified
ICD10CM:B48.1	skos:exactMatch	MONDO:0005946	Unspecified
ICD10CM:B48.3	skos:exactMatch	MONDO:0005772	Unspecified
ICD10CM:B50-B64	skos:exactMatch	MONDO:0001955	Unspecified
ICD10CM:B51	skos:exactMatch	MONDO:0005921	Unspecified
ICD10CM:B52	skos:exactMatch	MONDO:0001943	Unspecified
ICD10CM:B53	skos:exactMatch	MONDO:0005136	Unspecified
ICD10CM:B53.0	skos:exactMatch	MONDO:0001601	Unspecified
ICD10CM:B55	skos:exactMatch	MONDO:0011989	Unspecified
ICD10CM:B55.0	skos:exactMatch	MONDO:0005445	Unspecified
ICD10CM:B55.1	skos:exactMatch	MONDO:0005446	Unspecified
ICD10CM:B55.2	skos:exactMatch	MONDO:0005859	Unspecified
ICD10CM:B56	skos:exactMatch	MONDO:0000940	Unspecified
ICD10CM:B57	skos:exactMatch	MONDO:0001444	Unspecified
ICD10CM:B58	skos:exactMatch	MONDO:0005989	Unspecified
ICD10CM:B59	skos:exactMatch	MONDO:0019121	Unspecified
ICD10CM:B60.0	skos:exactMatch	MONDO:0005661	Unspecified
ICD10CM:B65-B83	skos:exactMatch	MONDO:0004664	Unspecified
ICD10CM:B65.3	skos:exactMatch	MONDO:0001260	Unspecified
ICD10CM:B66.0	skos:exactMatch	MONDO:0005884	Unspecified
ICD10CM:B66.1	skos:exactMatch	MONDO:0005705	Unspecified
ICD10CM:B66.3	skos:exactMatch	MONDO:0004668	Unspecified
ICD10CM:B66.4	skos:exactMatch	MONDO:0005895	Unspecified
ICD10CM:B66.5	skos:exactMatch	MONDO:0004672	Unspecified
ICD10CM:B68	skos:exactMatch	MONDO:0000367	Unspecified
ICD10CM:B69	skos:exactMatch	MONDO:0015484	Unspecified
ICD10CM:B70.0	skos:exactMatch	MONDO:0015260	Unspecified
ICD10CM:B70.1	skos:exactMatch	MONDO:0005963	Unspecified
ICD10CM:B71.0	skos:exactMatch	MONDO:0005802	Unspecified
ICD10CM:B72	skos:exactMatch	MONDO:0016472	Unspecified
ICD10CM:B73	skos:exactMatch	MONDO:0017137	Unspecified
ICD10CM:B74	skos:exactMatch	MONDO:0016075	Unspecified
ICD10CM:B74.3	skos:exactMatch	MONDO:0016566	Unspecified
ICD10CM:B74.4	skos:exactMatch	MONDO:0005838	Unspecified
ICD10CM:B75	skos:exactMatch	MONDO:0019444	Unspecified
ICD10CM:B76.1	skos:exactMatch	MONDO:0005870	Unspecified
ICD10CM:B77	skos:exactMatch	MONDO:0005654	Unspecified
ICD10CM:B79	skos:exactMatch	MONDO:0005996	Unspecified
ICD10CM:B80	skos:exactMatch	MONDO:0005746	Unspecified
ICD10CM:B81.0	skos:exactMatch	MONDO:0015200	Unspecified
ICD10CM:B81.2	skos:exactMatch	MONDO:0005995	Unspecified
ICD10CM:B83.1	skos:exactMatch	MONDO:0005776	Unspecified
ICD10CM:B83.4	skos:exactMatch	MONDO:0024302	Unspecified
ICD10CM:B85.2	skos:exactMatch	MONDO:0003472	Unspecified
ICD10CM:B85.3	skos:exactMatch	MONDO:0001794	Unspecified
ICD10CM:B86	skos:exactMatch	MONDO:0004525	Unspecified
ICD10CM:B87.0	skos:exactMatch	MONDO:0020568	Unspecified
ICD10CM:B87.1	skos:exactMatch	MONDO:0015622	Unspecified
ICD10CM:B88.3	skos:exactMatch	MONDO:0024303	Unspecified
ICD10CM:C00	skos:exactMatch	MONDO:0006834	Unspecified
ICD10CM:C05.0	skos:exactMatch	MONDO:0004719	Unspecified
ICD10CM:C05.1	skos:exactMatch	MONDO:0004611	Unspecified
ICD10CM:C06.1	skos:exactMatch	MONDO:0004727	Unspecified
ICD10CM:C06.2	skos:exactMatch	MONDO:0004682	Unspecified
ICD10CM:C08	skos:exactMatch	MONDO:0004669	Unspecified
ICD10CM:C09	skos:exactMatch	MONDO:0006998	Unspecified
ICD10CM:C09.0	skos:exactMatch	MONDO:0004690	Unspecified
ICD10CM:C09.1	skos:exactMatch	MONDO:0004642	Unspecified
ICD10CM:C10	skos:exactMatch	MONDO:0004608	Unspecified
ICD10CM:C10.0	skos:exactMatch	MONDO:0004607	Unspecified
ICD10CM:C10.1	skos:exactMatch	MONDO:0004473	Unspecified
ICD10CM:C12	skos:exactMatch	MONDO:0004733	Unspecified
ICD10CM:C13	skos:exactMatch	MONDO:0005806	Unspecified
ICD10CM:C13.1	skos:exactMatch	MONDO:0004637	Unspecified
ICD10CM:C14.2	skos:exactMatch	MONDO:0004685	Unspecified
ICD10CM:C15-C26	skos:exactMatch	MONDO:0002516	Unspecified
ICD10CM:C16	skos:exactMatch	MONDO:0001056	Unspecified
ICD10CM:C19	skos:exactMatch	MONDO:0002425	Unspecified
ICD10CM:C22.3	skos:exactMatch	MONDO:0002387	Unspecified
ICD10CM:C25.4	skos:exactMatch	MONDO:0005893	Unspecified
ICD10CM:C26.1	skos:exactMatch	MONDO:0005966	Unspecified
ICD10CM:C31.1	skos:exactMatch	MONDO:0001763	Unspecified
ICD10CM:C31.2	skos:exactMatch	MONDO:0001756	Unspecified
ICD10CM:C31.3	skos:exactMatch	MONDO:0001994	Unspecified
ICD10CM:C32.1	skos:exactMatch	MONDO:0001724	Unspecified
ICD10CM:C32.2	skos:exactMatch	MONDO:0001293	Unspecified
ICD10CM:C33	skos:exactMatch	MONDO:0001407	Unspecified
ICD10CM:C38.4	skos:exactMatch	MONDO:0006294	Unspecified
ICD10CM:C40	skos:exactMatch	MONDO:0024311	Unspecified
ICD10CM:C40.1	skos:exactMatch	MONDO:0024312	Unspecified
ICD10CM:C40.2	skos:exactMatch	MONDO:0000952	Unspecified
ICD10CM:C40.3	skos:exactMatch	MONDO:0000953	Unspecified
ICD10CM:C43-C44	skos:exactMatch	MONDO:0002898	Unspecified
ICD10CM:C45	skos:exactMatch	MONDO:0005065	Unspecified
ICD10CM:C50	skos:exactMatch	MONDO:0007254	Unspecified
ICD10CM:C50.2	skos:exactMatch	MONDO:0002067	Unspecified
ICD10CM:C50.3	skos:exactMatch	MONDO:0002068	Unspecified
ICD10CM:C50.6	skos:exactMatch	MONDO:0002069	Unspecified
ICD10CM:C51-C58	skos:exactMatch	MONDO:0001416	Unspecified
ICD10CM:C51.1	skos:exactMatch	MONDO:0001526	Unspecified
ICD10CM:C53.0	skos:exactMatch	MONDO:0021309	Unspecified
ICD10CM:C64-C68	skos:exactMatch	MONDO:0006295	Unspecified
ICD10CM:C65	skos:exactMatch	MONDO:0005519	Unspecified
ICD10CM:C66	skos:exactMatch	MONDO:0008627	Unspecified
ICD10CM:C68.0	skos:exactMatch	MONDO:0004192	Unspecified
ICD10CM:C71.2	skos:exactMatch	MONDO:0002218	Unspecified
ICD10CM:C71.3	skos:exactMatch	MONDO:0001952	Unspecified
ICD10CM:C71.4	skos:exactMatch	MONDO:0004709	Unspecified
ICD10CM:C72.0	skos:exactMatch	MONDO:0003544	Unspecified
ICD10CM:C75.4	skos:exactMatch	MONDO:0004650	Unspecified
ICD10CM:C84.0	skos:exactMatch	MONDO:0009691	Unspecified
ICD10CM:C84.4	skos:exactMatch	MONDO:0000430	Unspecified
ICD10CM:C86.1	skos:exactMatch	MONDO:0019474	Unspecified
ICD10CM:C86.3	skos:exactMatch	MONDO:0019475	Unspecified
ICD10CM:C86.5	skos:exactMatch	MONDO:0004977	Unspecified
ICD10CM:C88.0	skos:exactMatch	MONDO:0100280	Unspecified
ICD10CM:C88.2	skos:exactMatch	MONDO:0019464	Unspecified
ICD10CM:C90.0	skos:exactMatch	MONDO:0009693	Unspecified
ICD10CM:C90.2	skos:exactMatch	MONDO:0002754	Unspecified
ICD10CM:C92.3	skos:exactMatch	MONDO:0006861	Unspecified
ICD10CM:C96.A	skos:exactMatch	MONDO:0019479	Unspecified
ICD10CM:D00.1	skos:exactMatch	MONDO:0004708	Unspecified
ICD10CM:D00.2	skos:exactMatch	MONDO:0004716	Unspecified
ICD10CM:D01.0	skos:exactMatch	MONDO:0004663	Unspecified
ICD10CM:D01.2	skos:exactMatch	MONDO:0004725	Unspecified
ICD10CM:D01.5	skos:exactMatch	MONDO:0004715	Unspecified
ICD10CM:D02.0	skos:exactMatch	MONDO:0004696	Unspecified
ICD10CM:D02.1	skos:exactMatch	MONDO:0004661	Unspecified
ICD10CM:D04	skos:exactMatch	MONDO:0004641	Unspecified
ICD10CM:D07.0	skos:exactMatch	MONDO:0003315	Unspecified
ICD10CM:D07.5	skos:exactMatch	MONDO:0006234	Unspecified
ICD10CM:D09.0	skos:exactMatch	MONDO:0004703	Unspecified
ICD10CM:D10-D36	skos:exactMatch	MONDO:0005165	Unspecified
ICD10CM:D10.0	skos:exactMatch	MONDO:0021496	Unspecified
ICD10CM:D10.1	skos:exactMatch	MONDO:0021476	Unspecified
ICD10CM:D10.2	skos:exactMatch	MONDO:0021520	Unspecified
ICD10CM:D10.4	skos:exactMatch	MONDO:0021513	Unspecified
ICD10CM:D10.6	skos:exactMatch	MONDO:0021478	Unspecified
ICD10CM:D10.7	skos:exactMatch	MONDO:0021461	Unspecified
ICD10CM:D11.0	skos:exactMatch	MONDO:0021494	Unspecified
ICD10CM:D12.0	skos:exactMatch	MONDO:0021464	Unspecified
ICD10CM:D12.1	skos:exactMatch	MONDO:0021465	Unspecified
ICD10CM:D12.8	skos:exactMatch	MONDO:0021462	Unspecified
ICD10CM:D13.0	skos:exactMatch	MONDO:0021459	Unspecified
ICD10CM:D13.1	skos:exactMatch	MONDO:0021449	Unspecified
ICD10CM:D13.6	skos:exactMatch	MONDO:0021470	Unspecified
ICD10CM:D14.2	skos:exactMatch	MONDO:0021517	Unspecified
ICD10CM:D15.0	skos:exactMatch	MONDO:0021512	Unspecified
ICD10CM:D15.1	skos:exactMatch	MONDO:0021450	Unspecified
ICD10CM:D15.2	skos:exactMatch	MONDO:0021521	Unspecified
ICD10CM:D16.5	skos:exactMatch	MONDO:0021522	Unspecified
ICD10CM:D18.02	skos:exactMatch	MONDO:0002328	Unspecified
ICD10CM:D18.03	skos:exactMatch	MONDO:0002337	Unspecified
ICD10CM:D25.0	skos:exactMatch	MONDO:0001664	Unspecified
ICD10CM:D25.1	skos:exactMatch	MONDO:0001843	Unspecified
ICD10CM:D29.0	skos:exactMatch	MONDO:0021458	Unspecified
ICD10CM:D29.1	skos:exactMatch	MONDO:0021510	Unspecified
ICD10CM:D29.4	skos:exactMatch	MONDO:0021472	Unspecified
ICD10CM:D32	skos:exactMatch	MONDO:0021527	Unspecified
ICD10CM:D33.4	skos:exactMatch	MONDO:0021506	Unspecified
ICD10CM:D35.1	skos:exactMatch	MONDO:0021463	Unspecified
ICD10CM:D35.2	skos:exactMatch	MONDO:0021439	Unspecified
ICD10CM:D44.8	skos:exactMatch	MONDO:0015079	Unspecified
ICD10CM:D45	skos:exactMatch	MONDO:0009891	Unspecified
ICD10CM:D46.A	skos:exactMatch	MONDO:0019453	Unspecified
ICD10CM:D47.2	skos:exactMatch	MONDO:0004960	Unspecified
ICD10CM:D47.Z2	skos:exactMatch	MONDO:0015564	Unspecified
ICD10CM:D51.2	skos:exactMatch	MONDO:0010149	Unspecified
ICD10CM:D53.0	skos:exactMatch	MONDO:0001638	Unspecified
ICD10CM:D55-D59	skos:exactMatch	MONDO:0003664	Unspecified
ICD10CM:D56	skos:exactMatch	MONDO:0000984	Unspecified
ICD10CM:D56.0	skos:exactMatch	MONDO:0011399	Unspecified
ICD10CM:D56.2	skos:exactMatch	MONDO:0016489	Unspecified
ICD10CM:D56.3	skos:exactMatch	MONDO:0044210	Unspecified
ICD10CM:D58.0	skos:exactMatch	MONDO:0019350	Unspecified
ICD10CM:D58.1	skos:exactMatch	MONDO:0017319	Unspecified
ICD10CM:D59.0	skos:exactMatch	MONDO:0019535	Unspecified
ICD10CM:D59.3	skos:exactMatch	MONDO:0001549	Unspecified
ICD10CM:D61.0	skos:exactMatch	MONDO:0001713	Unspecified
ICD10CM:D61.3	skos:exactMatch	MONDO:0012197	Unspecified
ICD10CM:D61.82	skos:exactMatch	MONDO:0005868	Unspecified
ICD10CM:D64.4	skos:exactMatch	MONDO:0019403	Unspecified
ICD10CM:D68.0	skos:exactMatch	MONDO:0024574	Unspecified
ICD10CM:D68.311	skos:exactMatch	MONDO:0019139	Unspecified
ICD10CM:D68.61	skos:exactMatch	MONDO:8000010	Unspecified
ICD10CM:D69.41	skos:exactMatch	MONDO:0016030	Unspecified
ICD10CM:D70	skos:exactMatch	MONDO:0001609	Unspecified
ICD10CM:D72.810	skos:exactMatch	MONDO:0003783	Unspecified
ICD10CM:D72.823	skos:exactMatch	MONDO:0006829	Unspecified
ICD10CM:D73	skos:exactMatch	MONDO:0002332	Unspecified
ICD10CM:D73.1	skos:exactMatch	MONDO:0006795	Unspecified
ICD10CM:D73.2	skos:exactMatch	MONDO:0001367	Unspecified
ICD10CM:D73.3	skos:exactMatch	MONDO:0002333	Unspecified
ICD10CM:D73.5	skos:exactMatch	MONDO:0006978	Unspecified
ICD10CM:D80.7	skos:exactMatch	MONDO:0015698	Unspecified
ICD10CM:D81.810	skos:exactMatch	MONDO:0009665	Unspecified
ICD10CM:D81.819	skos:exactMatch	MONDO:0015454	Unspecified
ICD10CM:D82.0	skos:exactMatch	MONDO:0010518	Unspecified
ICD10CM:D86.3	skos:exactMatch	MONDO:0006611	Unspecified
ICD10CM:D86.81	skos:exactMatch	MONDO:0001424	Unspecified
ICD10CM:D89.0	skos:exactMatch	MONDO:0002272	Unspecified
ICD10CM:D89.1	skos:exactMatch	MONDO:0005576	Unspecified
ICD10CM:D89.810	skos:exactMatch	MONDO:0020546	Unspecified
ICD10CM:D89.811	skos:exactMatch	MONDO:0020547	Unspecified
ICD10CM:E00-E07	skos:exactMatch	MONDO:0003240	Unspecified
ICD10CM:E00-E90	skos:exactMatch	MONDO:0024297	Unspecified
ICD10CM:E06.0	skos:exactMatch	MONDO:0001949	Unspecified
ICD10CM:E06.1	skos:exactMatch	MONDO:0006982	Unspecified
ICD10CM:E06.3	skos:exactMatch	MONDO:0007699	Unspecified
ICD10CM:E07.81	skos:exactMatch	MONDO:0006755	Unspecified
ICD10CM:E20	skos:exactMatch	MONDO:0001220	Unspecified
ICD10CM:E20.1	skos:exactMatch	MONDO:0019992	Unspecified
ICD10CM:E22.1	skos:exactMatch	MONDO:0005804	Unspecified
ICD10CM:E23.0	skos:exactMatch	MONDO:0005152	Unspecified
ICD10CM:E23.2	skos:exactMatch	MONDO:0004782	Unspecified
ICD10CM:E24	skos:exactMatch	MONDO:0018912	Unspecified
ICD10CM:E24.0	skos:exactMatch	MONDO:0020528	Unspecified
ICD10CM:E26	skos:exactMatch	MONDO:0003009	Unspecified
ICD10CM:E26.0	skos:exactMatch	MONDO:0001422	Unspecified
ICD10CM:E26.02	skos:exactMatch	MONDO:0007080	Unspecified
ICD10CM:E28	skos:exactMatch	MONDO:0001889	Unspecified
ICD10CM:E28.0	skos:exactMatch	MONDO:0001946	Unspecified
ICD10CM:E28.3	skos:exactMatch	MONDO:0005387	Unspecified
ICD10CM:E30.1	skos:exactMatch	MONDO:0000088	Unspecified
ICD10CM:E31.0	skos:exactMatch	MONDO:0017278	Unspecified
ICD10CM:E34.0	skos:exactMatch	MONDO:0100347	Unspecified
ICD10CM:E34.51	skos:exactMatch	MONDO:0021023	Unspecified
ICD10CM:E34.52	skos:exactMatch	MONDO:0010720	Unspecified
ICD10CM:E40	skos:exactMatch	MONDO:0006826	Unspecified
ICD10CM:E40-E46	skos:exactMatch	MONDO:0006873	Unspecified
ICD10CM:E41	skos:exactMatch	MONDO:0006848	Unspecified
ICD10CM:E51.2	skos:exactMatch	MONDO:0007020	Unspecified
ICD10CM:E54	skos:exactMatch	MONDO:0006661	Unspecified
ICD10CM:E55	skos:exactMatch	MONDO:0100471	Unspecified
ICD10CM:E56.1	skos:exactMatch	MONDO:0001244	Unspecified
ICD10CM:E61.2	skos:exactMatch	MONDO:0006844	Unspecified
ICD10CM:E67.0	skos:exactMatch	MONDO:0006798	Unspecified
ICD10CM:E67.3	skos:exactMatch	MONDO:0004937	Unspecified
ICD10CM:E70-E90	skos:exactMatch	MONDO:0005066	Unspecified
ICD10CM:E70.21	skos:exactMatch	MONDO:0004741	Unspecified
ICD10CM:E70.3	skos:exactMatch	MONDO:0043209	Unspecified
ICD10CM:E70.330	skos:exactMatch	MONDO:0008963	Unspecified
ICD10CM:E70.331	skos:exactMatch	MONDO:0019312	Unspecified
ICD10CM:E70.40	skos:exactMatch	MONDO:0019228	Unspecified
ICD10CM:E70.41	skos:exactMatch	MONDO:0009345	Unspecified
ICD10CM:E71.0	skos:exactMatch	MONDO:0009563	Unspecified
ICD10CM:E71.110	skos:exactMatch	MONDO:0009475	Unspecified
ICD10CM:E71.111	skos:exactMatch	MONDO:0017359	Unspecified
ICD10CM:E71.120	skos:exactMatch	MONDO:0002012	Unspecified
ICD10CM:E71.121	skos:exactMatch	MONDO:0011628	Unspecified
ICD10CM:E71.310	skos:exactMatch	MONDO:0008723	Unspecified
ICD10CM:E71.311	skos:exactMatch	MONDO:0008721	Unspecified
ICD10CM:E71.312	skos:exactMatch	MONDO:0008722	Unspecified
ICD10CM:E71.510	skos:exactMatch	MONDO:0019609	Unspecified
